"Dist Code","Year","State Code","State Name","Dist Name","BANKS NUMBER (Number)","POST OFFICES NUMBER (Number)"
"1","2000","14","Chhattisgarh","Durg","241.0","-1.0"
"1","2001","14","Chhattisgarh","Durg","240.0","-1.0"
"1","2002","14","Chhattisgarh","Durg","240.0","-1.0"
"1","2003","14","Chhattisgarh","Durg","242.0","-1.0"
"1","2004","14","Chhattisgarh","Durg","244.0","-1.0"
"1","2005","14","Chhattisgarh","Durg","244.0","-1.0"
"1","2006","14","Chhattisgarh","Durg","248.0","-1.0"
"1","2007","14","Chhattisgarh","Durg","259.0","-1.0"
"1","2008","14","Chhattisgarh","Durg","270.0","-1.0"
"1","2009","14","Chhattisgarh","Durg","277.0","-1.0"
"1","2010","14","Chhattisgarh","Durg","287.0","-1.0"
"2","2000","14","Chhattisgarh","Bastar","121.0","-1.0"
"2","2001","14","Chhattisgarh","Bastar","118.0","-1.0"
"2","2002","14","Chhattisgarh","Bastar","118.0","-1.0"
"2","2003","14","Chhattisgarh","Bastar","116.0","-1.0"
"2","2004","14","Chhattisgarh","Bastar","111.0","-1.0"
"2","2005","14","Chhattisgarh","Bastar","111.0","-1.0"
"2","2006","14","Chhattisgarh","Bastar","114.0","-1.0"
"2","2007","14","Chhattisgarh","Bastar","119.0","-1.0"
"2","2008","14","Chhattisgarh","Bastar","122.0","-1.0"
"2","2009","14","Chhattisgarh","Bastar","123.0","-1.0"
"2","2010","14","Chhattisgarh","Bastar","130.0","-1.0"
"3","2000","14","Chhattisgarh","Raipur","225.0","-1.0"
"3","2001","14","Chhattisgarh","Raipur","230.0","-1.0"
"3","2002","14","Chhattisgarh","Raipur","231.0","-1.0"
"3","2003","14","Chhattisgarh","Raipur","234.0","-1.0"
"3","2004","14","Chhattisgarh","Raipur","239.0","-1.0"
"3","2005","14","Chhattisgarh","Raipur","234.0","-1.0"
"3","2006","14","Chhattisgarh","Raipur","243.0","-1.0"
"3","2007","14","Chhattisgarh","Raipur","261.0","-1.0"
"3","2008","14","Chhattisgarh","Raipur","286.0","-1.0"
"3","2009","14","Chhattisgarh","Raipur","292.0","-1.0"
"3","2010","14","Chhattisgarh","Raipur","321.0","-1.0"
"4","2000","14","Chhattisgarh","Bilaspur","214.0","-1.0"
"4","2001","14","Chhattisgarh","Bilaspur","205.0","-1.0"
"4","2002","14","Chhattisgarh","Bilaspur","205.0","-1.0"
"4","2003","14","Chhattisgarh","Bilaspur","204.0","-1.0"
"4","2004","14","Chhattisgarh","Bilaspur","208.0","-1.0"
"4","2005","14","Chhattisgarh","Bilaspur","205.0","-1.0"
"4","2006","14","Chhattisgarh","Bilaspur","211.0","-1.0"
"4","2007","14","Chhattisgarh","Bilaspur","220.0","-1.0"
"4","2008","14","Chhattisgarh","Bilaspur","238.0","-1.0"
"4","2009","14","Chhattisgarh","Bilaspur","246.0","-1.0"
"4","2010","14","Chhattisgarh","Bilaspur","263.0","-1.0"
"5","2000","14","Chhattisgarh","Raigarh","102.0","-1.0"
"5","2001","14","Chhattisgarh","Raigarh","101.0","-1.0"
"5","2002","14","Chhattisgarh","Raigarh","100.0","-1.0"
"5","2003","14","Chhattisgarh","Raigarh","101.0","-1.0"
"5","2004","14","Chhattisgarh","Raigarh","102.0","-1.0"
"5","2005","14","Chhattisgarh","Raigarh","102.0","-1.0"
"5","2006","14","Chhattisgarh","Raigarh","106.0","-1.0"
"5","2007","14","Chhattisgarh","Raigarh","111.0","-1.0"
"5","2008","14","Chhattisgarh","Raigarh","123.0","-1.0"
"5","2009","14","Chhattisgarh","Raigarh","126.0","-1.0"
"5","2010","14","Chhattisgarh","Raigarh","137.0","-1.0"
"6","2000","14","Chhattisgarh","Surguja","142.0","-1.0"
"6","2001","14","Chhattisgarh","Surguja","142.0","-1.0"
"6","2002","14","Chhattisgarh","Surguja","142.0","-1.0"
"6","2003","14","Chhattisgarh","Surguja","142.0","-1.0"
"6","2004","14","Chhattisgarh","Surguja","142.0","-1.0"
"6","2005","14","Chhattisgarh","Surguja","141.0","-1.0"
"6","2006","14","Chhattisgarh","Surguja","145.0","-1.0"
"6","2007","14","Chhattisgarh","Surguja","147.0","-1.0"
"6","2008","14","Chhattisgarh","Surguja","150.0","-1.0"
"6","2009","14","Chhattisgarh","Surguja","153.0","-1.0"
"6","2010","14","Chhattisgarh","Surguja","157.0","-1.0"
"7","2000","6","Madhya Pradesh","Jabalpur","213.0","401.0"
"7","2001","6","Madhya Pradesh","Jabalpur","214.0","401.0"
"7","2002","6","Madhya Pradesh","Jabalpur","213.0","409.0"
"7","2003","6","Madhya Pradesh","Jabalpur","213.0","409.0"
"7","2004","6","Madhya Pradesh","Jabalpur","223.0","409.0"
"7","2005","6","Madhya Pradesh","Jabalpur","223.0","409.0"
"7","2006","6","Madhya Pradesh","Jabalpur","229.0","-1.0"
"7","2007","6","Madhya Pradesh","Jabalpur","244.0","-1.0"
"8","2000","6","Madhya Pradesh","Balaghat","80.0","227.0"
"8","2001","6","Madhya Pradesh","Balaghat","80.0","227.0"
"8","2002","6","Madhya Pradesh","Balaghat","80.0","229.0"
"8","2003","6","Madhya Pradesh","Balaghat","80.0","229.0"
"8","2004","6","Madhya Pradesh","Balaghat","80.0","229.0"
"8","2005","6","Madhya Pradesh","Balaghat","80.0","229.0"
"8","2006","6","Madhya Pradesh","Balaghat","80.0","-1.0"
"8","2007","6","Madhya Pradesh","Balaghat","80.0","-1.0"
"9","2000","6","Madhya Pradesh","Chhindwara","105.0","268.0"
"9","2001","6","Madhya Pradesh","Chhindwara","104.0","268.0"
"9","2002","6","Madhya Pradesh","Chhindwara","104.0","263.0"
"9","2003","6","Madhya Pradesh","Chhindwara","104.0","263.0"
"9","2004","6","Madhya Pradesh","Chhindwara","105.0","270.0"
"9","2005","6","Madhya Pradesh","Chhindwara","104.0","270.0"
"9","2006","6","Madhya Pradesh","Chhindwara","107.0","-1.0"
"9","2007","6","Madhya Pradesh","Chhindwara","109.0","-1.0"
"10","2000","6","Madhya Pradesh","Narsinghpur","61.0","183.0"
"10","2001","6","Madhya Pradesh","Narsinghpur","61.0","184.0"
"10","2002","6","Madhya Pradesh","Narsinghpur","61.0","184.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","61.0","183.0"
"10","2004","6","Madhya Pradesh","Narsinghpur","61.0","183.0"
"10","2005","6","Madhya Pradesh","Narsinghpur","61.0","183.0"
"10","2006","6","Madhya Pradesh","Narsinghpur","63.0","-1.0"
"10","2007","6","Madhya Pradesh","Narsinghpur","63.0","-1.0"
"11","2000","6","Madhya Pradesh","Seoni / Shivani","64.0","202.0"
"11","2001","6","Madhya Pradesh","Seoni / Shivani","61.0","202.0"
"11","2002","6","Madhya Pradesh","Seoni / Shivani","61.0","201.0"
"11","2003","6","Madhya Pradesh","Seoni / Shivani","61.0","201.0"
"11","2004","6","Madhya Pradesh","Seoni / Shivani","61.0","201.0"
"11","2005","6","Madhya Pradesh","Seoni / Shivani","61.0","199.0"
"11","2006","6","Madhya Pradesh","Seoni / Shivani","62.0","-1.0"
"11","2007","6","Madhya Pradesh","Seoni / Shivani","62.0","-1.0"
"12","2000","6","Madhya Pradesh","Mandla","75.0","220.0"
"12","2001","6","Madhya Pradesh","Mandla","75.0","220.0"
"12","2002","6","Madhya Pradesh","Mandla","73.0","228.0"
"12","2003","6","Madhya Pradesh","Mandla","73.0","228.0"
"12","2004","6","Madhya Pradesh","Mandla","72.0","228.0"
"12","2005","6","Madhya Pradesh","Mandla","72.0","228.0"
"12","2006","6","Madhya Pradesh","Mandla","72.0","-1.0"
"12","2007","6","Madhya Pradesh","Mandla","73.0","-1.0"
"13","2000","6","Madhya Pradesh","Sagar","103.0","239.0"
"13","2001","6","Madhya Pradesh","Sagar","103.0","236.0"
"13","2002","6","Madhya Pradesh","Sagar","103.0","237.0"
"13","2003","6","Madhya Pradesh","Sagar","103.0","239.0"
"13","2004","6","Madhya Pradesh","Sagar","103.0","239.0"
"13","2005","6","Madhya Pradesh","Sagar","104.0","238.0"
"13","2006","6","Madhya Pradesh","Sagar","105.0","-1.0"
"13","2007","6","Madhya Pradesh","Sagar","111.0","-1.0"
"14","2000","6","Madhya Pradesh","Damoh","60.0","161.0"
"14","2001","6","Madhya Pradesh","Damoh","56.0","162.0"
"14","2002","6","Madhya Pradesh","Damoh","56.0","162.0"
"14","2003","6","Madhya Pradesh","Damoh","56.0","161.0"
"14","2004","6","Madhya Pradesh","Damoh","56.0","161.0"
"14","2005","6","Madhya Pradesh","Damoh","56.0","161.0"
"14","2006","6","Madhya Pradesh","Damoh","56.0","-1.0"
"14","2007","6","Madhya Pradesh","Damoh","56.0","-1.0"
"15","2000","6","Madhya Pradesh","Tikamgarh","58.0","185.0"
"15","2001","6","Madhya Pradesh","Tikamgarh","58.0","185.0"
"15","2002","6","Madhya Pradesh","Tikamgarh","59.0","185.0"
"15","2003","6","Madhya Pradesh","Tikamgarh","59.0","185.0"
"15","2004","6","Madhya Pradesh","Tikamgarh","58.0","185.0"
"15","2005","6","Madhya Pradesh","Tikamgarh","56.0","185.0"
"15","2006","6","Madhya Pradesh","Tikamgarh","56.0","-1.0"
"15","2007","6","Madhya Pradesh","Tikamgarh","55.0","-1.0"
"16","2000","6","Madhya Pradesh","Chhatarpur","71.0","225.0"
"16","2001","6","Madhya Pradesh","Chhatarpur","70.0","226.0"
"16","2002","6","Madhya Pradesh","Chhatarpur","72.0","227.0"
"16","2003","6","Madhya Pradesh","Chhatarpur","72.0","232.0"
"16","2004","6","Madhya Pradesh","Chhatarpur","70.0","226.0"
"16","2005","6","Madhya Pradesh","Chhatarpur","69.0","226.0"
"16","2006","6","Madhya Pradesh","Chhatarpur","71.0","-1.0"
"16","2007","6","Madhya Pradesh","Chhatarpur","71.0","-1.0"
"17","2000","6","Madhya Pradesh","Panna","38.0","155.0"
"17","2001","6","Madhya Pradesh","Panna","37.0","155.0"
"17","2002","6","Madhya Pradesh","Panna","38.0","155.0"
"17","2003","6","Madhya Pradesh","Panna","38.0","152.0"
"17","2004","6","Madhya Pradesh","Panna","38.0","156.0"
"17","2005","6","Madhya Pradesh","Panna","37.0","156.0"
"17","2006","6","Madhya Pradesh","Panna","37.0","-1.0"
"17","2007","6","Madhya Pradesh","Panna","37.0","-1.0"
"18","2000","6","Madhya Pradesh","Rewa","107.0","338.0"
"18","2001","6","Madhya Pradesh","Rewa","104.0","338.0"
"18","2002","6","Madhya Pradesh","Rewa","104.0","338.0"
"18","2003","6","Madhya Pradesh","Rewa","104.0","338.0"
"18","2004","6","Madhya Pradesh","Rewa","104.0","338.0"
"18","2005","6","Madhya Pradesh","Rewa","103.0","338.0"
"18","2006","6","Madhya Pradesh","Rewa","104.0","-1.0"
"18","2007","6","Madhya Pradesh","Rewa","106.0","-1.0"
"19","2000","6","Madhya Pradesh","Sidhi","81.0","212.0"
"19","2001","6","Madhya Pradesh","Sidhi","80.0","212.0"
"19","2002","6","Madhya Pradesh","Sidhi","78.0","215.0"
"19","2003","6","Madhya Pradesh","Sidhi","78.0","215.0"
"19","2004","6","Madhya Pradesh","Sidhi","77.0","215.0"
"19","2005","6","Madhya Pradesh","Sidhi","78.0","215.0"
"19","2006","6","Madhya Pradesh","Sidhi","80.0","-1.0"
"19","2007","6","Madhya Pradesh","Sidhi","84.0","-1.0"
"20","2000","6","Madhya Pradesh","Satna","108.0","289.0"
"20","2001","6","Madhya Pradesh","Satna","109.0","289.0"
"20","2002","6","Madhya Pradesh","Satna","109.0","300.0"
"20","2003","6","Madhya Pradesh","Satna","109.0","300.0"
"20","2004","6","Madhya Pradesh","Satna","110.0","300.0"
"20","2005","6","Madhya Pradesh","Satna","110.0","291.0"
"20","2006","6","Madhya Pradesh","Satna","113.0","-1.0"
"20","2007","6","Madhya Pradesh","Satna","117.0","-1.0"
"21","2000","6","Madhya Pradesh","Shahdol","109.0","303.0"
"21","2001","6","Madhya Pradesh","Shahdol","105.0","303.0"
"21","2002","6","Madhya Pradesh","Shahdol","104.0","317.0"
"21","2003","6","Madhya Pradesh","Shahdol","104.0","317.0"
"21","2004","6","Madhya Pradesh","Shahdol","105.0","317.0"
"21","2005","6","Madhya Pradesh","Shahdol","105.0","317.0"
"21","2006","6","Madhya Pradesh","Shahdol","103.0","-1.0"
"21","2007","6","Madhya Pradesh","Shahdol","106.0","-1.0"
"22","2000","6","Madhya Pradesh","Gwalior","119.0","197.0"
"22","2001","6","Madhya Pradesh","Gwalior","124.0","198.0"
"22","2002","6","Madhya Pradesh","Gwalior","122.0","198.0"
"22","2003","6","Madhya Pradesh","Gwalior","122.0","199.0"
"22","2004","6","Madhya Pradesh","Gwalior","129.0","198.0"
"22","2005","6","Madhya Pradesh","Gwalior","129.0","198.0"
"22","2006","6","Madhya Pradesh","Gwalior","132.0","-1.0"
"22","2007","6","Madhya Pradesh","Gwalior","142.0","-1.0"
"23","2000","6","Madhya Pradesh","Shivpuri","58.0","224.0"
"23","2001","6","Madhya Pradesh","Shivpuri","58.0","226.0"
"23","2002","6","Madhya Pradesh","Shivpuri","58.0","226.0"
"23","2003","6","Madhya Pradesh","Shivpuri","58.0","226.0"
"23","2004","6","Madhya Pradesh","Shivpuri","59.0","224.0"
"23","2005","6","Madhya Pradesh","Shivpuri","57.0","224.0"
"23","2006","6","Madhya Pradesh","Shivpuri","57.0","-1.0"
"23","2007","6","Madhya Pradesh","Shivpuri","59.0","-1.0"
"24","2000","6","Madhya Pradesh","Guna","84.0","199.0"
"24","2001","6","Madhya Pradesh","Guna","83.0","201.0"
"24","2002","6","Madhya Pradesh","Guna","82.0","201.0"
"24","2003","6","Madhya Pradesh","Guna","82.0","200.0"
"24","2004","6","Madhya Pradesh","Guna","83.0","199.0"
"24","2005","6","Madhya Pradesh","Guna","84.0","199.0"
"24","2006","6","Madhya Pradesh","Guna","85.0","-1.0"
"24","2007","6","Madhya Pradesh","Guna","87.0","-1.0"
"25","2000","6","Madhya Pradesh","Datia","39.0","98.0"
"25","2001","6","Madhya Pradesh","Datia","39.0","98.0"
"25","2002","6","Madhya Pradesh","Datia","39.0","98.0"
"25","2003","6","Madhya Pradesh","Datia","39.0","95.0"
"25","2004","6","Madhya Pradesh","Datia","39.0","95.0"
"25","2005","6","Madhya Pradesh","Datia","39.0","95.0"
"25","2006","6","Madhya Pradesh","Datia","39.0","-1.0"
"25","2007","6","Madhya Pradesh","Datia","39.0","-1.0"
"26","2000","6","Madhya Pradesh","Morena","77.0","267.0"
"26","2001","6","Madhya Pradesh","Morena","78.0","268.0"
"26","2002","6","Madhya Pradesh","Morena","80.0","268.0"
"26","2003","6","Madhya Pradesh","Morena","80.0","268.0"
"26","2004","6","Madhya Pradesh","Morena","80.0","273.0"
"26","2005","6","Madhya Pradesh","Morena","78.0","270.0"
"26","2006","6","Madhya Pradesh","Morena","78.0","-1.0"
"26","2007","6","Madhya Pradesh","Morena","78.0","-1.0"
"27","2000","6","Madhya Pradesh","Bhind","54.0","255.0"
"27","2001","6","Madhya Pradesh","Bhind","53.0","256.0"
"27","2002","6","Madhya Pradesh","Bhind","52.0","256.0"
"27","2003","6","Madhya Pradesh","Bhind","52.0","256.0"
"27","2004","6","Madhya Pradesh","Bhind","52.0","256.0"
"27","2005","6","Madhya Pradesh","Bhind","53.0","253.0"
"27","2006","6","Madhya Pradesh","Bhind","53.0","-1.0"
"27","2007","6","Madhya Pradesh","Bhind","53.0","-1.0"
"28","2000","6","Madhya Pradesh","Indore","234.0","172.0"
"28","2001","6","Madhya Pradesh","Indore","241.0","172.0"
"28","2002","6","Madhya Pradesh","Indore","245.0","172.0"
"28","2003","6","Madhya Pradesh","Indore","245.0","171.0"
"28","2004","6","Madhya Pradesh","Indore","269.0","167.0"
"28","2005","6","Madhya Pradesh","Indore","269.0","167.0"
"28","2006","6","Madhya Pradesh","Indore","275.0","-1.0"
"28","2007","6","Madhya Pradesh","Indore","296.0","-1.0"
"29","2000","6","Madhya Pradesh","Ratlam","75.0","185.0"
"29","2001","6","Madhya Pradesh","Ratlam","75.0","185.0"
"29","2002","6","Madhya Pradesh","Ratlam","75.0","186.0"
"29","2003","6","Madhya Pradesh","Ratlam","75.0","185.0"
"29","2004","6","Madhya Pradesh","Ratlam","75.0","187.0"
"29","2005","6","Madhya Pradesh","Ratlam","77.0","185.0"
"29","2006","6","Madhya Pradesh","Ratlam","79.0","-1.0"
"29","2007","6","Madhya Pradesh","Ratlam","81.0","-1.0"
"30","2000","6","Madhya Pradesh","Ujjain","118.0","201.0"
"30","2001","6","Madhya Pradesh","Ujjain","118.0","201.0"
"30","2002","6","Madhya Pradesh","Ujjain","120.0","201.0"
"30","2003","6","Madhya Pradesh","Ujjain","120.0","198.0"
"30","2004","6","Madhya Pradesh","Ujjain","122.0","197.0"
"30","2005","6","Madhya Pradesh","Ujjain","123.0","196.0"
"30","2006","6","Madhya Pradesh","Ujjain","125.0","-1.0"
"30","2007","6","Madhya Pradesh","Ujjain","126.0","-1.0"
"31","2000","6","Madhya Pradesh","Mandsaur","105.0","333.0"
"31","2001","6","Madhya Pradesh","Mandsaur","106.0","337.0"
"31","2002","6","Madhya Pradesh","Mandsaur","104.0","342.0"
"31","2003","6","Madhya Pradesh","Mandsaur","104.0","342.0"
"31","2004","6","Madhya Pradesh","Mandsaur","104.0","340.0"
"31","2005","6","Madhya Pradesh","Mandsaur","104.0","338.0"
"31","2006","6","Madhya Pradesh","Mandsaur","106.0","-1.0"
"31","2007","6","Madhya Pradesh","Mandsaur","110.0","-1.0"
"32","2000","6","Madhya Pradesh","Dewas","80.0","171.0"
"32","2001","6","Madhya Pradesh","Dewas","81.0","171.0"
"32","2002","6","Madhya Pradesh","Dewas","80.0","171.0"
"32","2003","6","Madhya Pradesh","Dewas","80.0","172.0"
"32","2004","6","Madhya Pradesh","Dewas","80.0","172.0"
"32","2005","6","Madhya Pradesh","Dewas","81.0","172.0"
"32","2006","6","Madhya Pradesh","Dewas","82.0","-1.0"
"32","2007","6","Madhya Pradesh","Dewas","90.0","-1.0"
"33","2000","6","Madhya Pradesh","Dhar","110.0","212.0"
"33","2001","6","Madhya Pradesh","Dhar","110.0","212.0"
"33","2002","6","Madhya Pradesh","Dhar","110.0","214.0"
"33","2003","6","Madhya Pradesh","Dhar","110.0","217.0"
"33","2004","6","Madhya Pradesh","Dhar","108.0","217.0"
"33","2005","6","Madhya Pradesh","Dhar","109.0","217.0"
"33","2006","6","Madhya Pradesh","Dhar","111.0","-1.0"
"33","2007","6","Madhya Pradesh","Dhar","112.0","-1.0"
"34","2000","6","Madhya Pradesh","Jhabua","57.0","174.0"
"34","2001","6","Madhya Pradesh","Jhabua","58.0","174.0"
"34","2002","6","Madhya Pradesh","Jhabua","56.0","194.0"
"34","2003","6","Madhya Pradesh","Jhabua","56.0","176.0"
"34","2004","6","Madhya Pradesh","Jhabua","57.0","176.0"
"34","2005","6","Madhya Pradesh","Jhabua","51.0","176.0"
"34","2006","6","Madhya Pradesh","Jhabua","51.0","-1.0"
"34","2007","6","Madhya Pradesh","Jhabua","52.0","-1.0"
"35","2000","6","Madhya Pradesh","Khargone / West Nimar","120.0","306.0"
"35","2001","6","Madhya Pradesh","Khargone / West Nimar","119.0","309.0"
"35","2002","6","Madhya Pradesh","Khargone / West Nimar","119.0","309.0"
"35","2003","6","Madhya Pradesh","Khargone / West Nimar","119.0","309.0"
"35","2004","6","Madhya Pradesh","Khargone / West Nimar","118.0","307.0"
"35","2005","6","Madhya Pradesh","Khargone / West Nimar","110.0","306.0"
"35","2006","6","Madhya Pradesh","Khargone / West Nimar","120.0","-1.0"
"35","2007","6","Madhya Pradesh","Khargone / West Nimar","122.0","-1.0"
"36","2000","6","Madhya Pradesh","Khandwa / East Nimar","104.0","230.0"
"36","2001","6","Madhya Pradesh","Khandwa / East Nimar","103.0","229.0"
"36","2002","6","Madhya Pradesh","Khandwa / East Nimar","101.0","229.0"
"36","2003","6","Madhya Pradesh","Khandwa / East Nimar","101.0","228.0"
"36","2004","6","Madhya Pradesh","Khandwa / East Nimar","101.0","228.0"
"36","2005","6","Madhya Pradesh","Khandwa / East Nimar","105.0","228.0"
"36","2006","6","Madhya Pradesh","Khandwa / East Nimar","99.0","-1.0"
"36","2007","6","Madhya Pradesh","Khandwa / East Nimar","100.0","-1.0"
"37","2000","6","Madhya Pradesh","Sehore","248.0","302.0"
"37","2001","6","Madhya Pradesh","Sehore","253.0","303.0"
"37","2002","6","Madhya Pradesh","Sehore","253.0","305.0"
"37","2003","6","Madhya Pradesh","Sehore","253.0","303.0"
"37","2004","6","Madhya Pradesh","Sehore","263.0","300.0"
"37","2005","6","Madhya Pradesh","Sehore","262.0","300.0"
"37","2006","6","Madhya Pradesh","Sehore","276.0","-1.0"
"37","2007","6","Madhya Pradesh","Sehore","313.0","-1.0"
"38","2000","6","Madhya Pradesh","Raisen","63.0","207.0"
"38","2001","6","Madhya Pradesh","Raisen","63.0","208.0"
"38","2002","6","Madhya Pradesh","Raisen","62.0","208.0"
"38","2003","6","Madhya Pradesh","Raisen","62.0","212.0"
"38","2004","6","Madhya Pradesh","Raisen","62.0","208.0"
"38","2005","6","Madhya Pradesh","Raisen","61.0","211.0"
"38","2006","6","Madhya Pradesh","Raisen","61.0","-1.0"
"38","2007","6","Madhya Pradesh","Raisen","62.0","-1.0"
"39","2000","6","Madhya Pradesh","Vidisha","65.0","162.0"
"39","2001","6","Madhya Pradesh","Vidisha","65.0","162.0"
"39","2002","6","Madhya Pradesh","Vidisha","65.0","162.0"
"39","2003","6","Madhya Pradesh","Vidisha","65.0","167.0"
"39","2004","6","Madhya Pradesh","Vidisha","64.0","161.0"
"39","2005","6","Madhya Pradesh","Vidisha","65.0","160.0"
"39","2006","6","Madhya Pradesh","Vidisha","65.0","-1.0"
"39","2007","6","Madhya Pradesh","Vidisha","66.0","-1.0"
"40","2000","6","Madhya Pradesh","Betul","65.0","217.0"
"40","2001","6","Madhya Pradesh","Betul","66.0","217.0"
"40","2002","6","Madhya Pradesh","Betul","65.0","231.0"
"40","2003","6","Madhya Pradesh","Betul","65.0","231.0"
"40","2004","6","Madhya Pradesh","Betul","65.0","231.0"
"40","2005","6","Madhya Pradesh","Betul","65.0","231.0"
"40","2006","6","Madhya Pradesh","Betul","65.0","-1.0"
"40","2007","6","Madhya Pradesh","Betul","70.0","-1.0"
"41","2000","6","Madhya Pradesh","Rajgarh","75.0","167.0"
"41","2001","6","Madhya Pradesh","Rajgarh","75.0","167.0"
"41","2002","6","Madhya Pradesh","Rajgarh","75.0","167.0"
"41","2003","6","Madhya Pradesh","Rajgarh","75.0","169.0"
"41","2004","6","Madhya Pradesh","Rajgarh","73.0","167.0"
"41","2005","6","Madhya Pradesh","Rajgarh","72.0","167.0"
"41","2006","6","Madhya Pradesh","Rajgarh","71.0","-1.0"
"41","2007","6","Madhya Pradesh","Rajgarh","74.0","-1.0"
"42","2000","6","Madhya Pradesh","Shajapur","69.0","179.0"
"42","2001","6","Madhya Pradesh","Shajapur","69.0","179.0"
"42","2002","6","Madhya Pradesh","Shajapur","65.0","179.0"
"42","2003","6","Madhya Pradesh","Shajapur","65.0","179.0"
"42","2004","6","Madhya Pradesh","Shajapur","65.0","177.0"
"42","2005","6","Madhya Pradesh","Shajapur","65.0","177.0"
"42","2006","6","Madhya Pradesh","Shajapur","65.0","-1.0"
"42","2007","6","Madhya Pradesh","Shajapur","66.0","-1.0"
"43","2000","6","Madhya Pradesh","Hoshangabad","97.0","247.0"
"43","2001","6","Madhya Pradesh","Hoshangabad","97.0","247.0"
"43","2002","6","Madhya Pradesh","Hoshangabad","97.0","248.0"
"43","2003","6","Madhya Pradesh","Hoshangabad","97.0","248.0"
"43","2004","6","Madhya Pradesh","Hoshangabad","95.0","248.0"
"43","2005","6","Madhya Pradesh","Hoshangabad","97.0","248.0"
"43","2006","6","Madhya Pradesh","Hoshangabad","102.0","-1.0"
"43","2007","6","Madhya Pradesh","Hoshangabad","109.0","-1.0"
"44","2000","1","Andhra Pradesh","Srikakulam","207.0","907.0"
"44","2001","1","Andhra Pradesh","Srikakulam","206.0","908.0"
"44","2002","1","Andhra Pradesh","Srikakulam","205.0","908.0"
"44","2003","1","Andhra Pradesh","Srikakulam","204.0","879.0"
"44","2004","1","Andhra Pradesh","Srikakulam","203.0","879.0"
"44","2005","1","Andhra Pradesh","Srikakulam","-1.0","876.0"
"44","2006","1","Andhra Pradesh","Srikakulam","204.0","876.0"
"44","2007","1","Andhra Pradesh","Srikakulam","221.0","876.0"
"44","2008","1","Andhra Pradesh","Srikakulam","230.0","876.0"
"44","2009","1","Andhra Pradesh","Srikakulam","248.0","868.0"
"44","2010","1","Andhra Pradesh","Srikakulam","270.0","868.0"
"44","2011","1","Andhra Pradesh","Srikakulam","289.0","868.0"
"44","2013","1","Andhra Pradesh","Srikakulam","325.0","868.0"
"44","2014","1","Andhra Pradesh","Srikakulam","903.0","903.0"
"44","2015","1","Andhra Pradesh","Srikakulam","411.0","896.0"
"45","2000","1","Andhra Pradesh","Visakhapatnam","364.0","1022.0"
"45","2001","1","Andhra Pradesh","Visakhapatnam","364.0","1022.0"
"45","2002","1","Andhra Pradesh","Visakhapatnam","354.0","1022.0"
"45","2003","1","Andhra Pradesh","Visakhapatnam","352.0","1064.0"
"45","2004","1","Andhra Pradesh","Visakhapatnam","368.0","1063.0"
"45","2005","1","Andhra Pradesh","Visakhapatnam","-1.0","1059.0"
"45","2006","1","Andhra Pradesh","Visakhapatnam","384.0","1054.0"
"45","2007","1","Andhra Pradesh","Visakhapatnam","422.0","1054.0"
"45","2008","1","Andhra Pradesh","Visakhapatnam","457.0","1054.0"
"45","2009","1","Andhra Pradesh","Visakhapatnam","483.0","1059.0"
"45","2010","1","Andhra Pradesh","Visakhapatnam","514.0","1058.0"
"45","2011","1","Andhra Pradesh","Visakhapatnam","559.0","1058.0"
"45","2013","1","Andhra Pradesh","Visakhapatnam","671.0","1059.0"
"45","2014","1","Andhra Pradesh","Visakhapatnam","1025.0","1025.0"
"45","2015","1","Andhra Pradesh","Visakhapatnam","845.0","1028.0"
"46","2000","1","Andhra Pradesh","East Godavari","327.0","863.0"
"46","2001","1","Andhra Pradesh","East Godavari","331.0","863.0"
"46","2002","1","Andhra Pradesh","East Godavari","333.0","863.0"
"46","2003","1","Andhra Pradesh","East Godavari","334.0","860.0"
"46","2004","1","Andhra Pradesh","East Godavari","341.0","856.0"
"46","2005","1","Andhra Pradesh","East Godavari","-1.0","857.0"
"46","2006","1","Andhra Pradesh","East Godavari","353.0","851.0"
"46","2007","1","Andhra Pradesh","East Godavari","382.0","853.0"
"46","2008","1","Andhra Pradesh","East Godavari","396.0","853.0"
"46","2009","1","Andhra Pradesh","East Godavari","416.0","853.0"
"46","2010","1","Andhra Pradesh","East Godavari","436.0","853.0"
"46","2011","1","Andhra Pradesh","East Godavari","475.0","853.0"
"46","2013","1","Andhra Pradesh","East Godavari","582.0","853.0"
"46","2014","1","Andhra Pradesh","East Godavari","853.0","853.0"
"46","2015","1","Andhra Pradesh","East Godavari","688.0","843.0"
"47","2000","1","Andhra Pradesh","West Godavari","275.0","756.0"
"47","2001","1","Andhra Pradesh","West Godavari","278.0","756.0"
"47","2002","1","Andhra Pradesh","West Godavari","275.0","756.0"
"47","2003","1","Andhra Pradesh","West Godavari","281.0","754.0"
"47","2004","1","Andhra Pradesh","West Godavari","288.0","753.0"
"47","2005","1","Andhra Pradesh","West Godavari","-1.0","765.0"
"47","2006","1","Andhra Pradesh","West Godavari","294.0","757.0"
"47","2007","1","Andhra Pradesh","West Godavari","302.0","757.0"
"47","2008","1","Andhra Pradesh","West Godavari","318.0","757.0"
"47","2009","1","Andhra Pradesh","West Godavari","342.0","758.0"
"47","2010","1","Andhra Pradesh","West Godavari","354.0","757.0"
