Dist Code,Year,State Code,State,District,DISTRICT MALE FIELD LABOUR (Rs per Day),DISTRICT FEMALE FIELD LABOUR (Rs per Day),STATE MALE AVERAGE FIELD LABOUR (Rs per Day),STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)
1,2000,14,Chhattisgarh,Durg,-1,-1,-1,-1
1,2001,14,Chhattisgarh,Durg,-1,-1,-1,-1
1,2002,14,Chhattisgarh,Durg,-1,-1,-1,-1
1,2003,14,Chhattisgarh,Durg,-1,-1,-1,-1
1,2004,14,Chhattisgarh,Durg,-1,-1,-1,-1
1,2005,14,Chhattisgarh,Durg,33.19,24.67,47,24.67
1,2006,14,Chhattisgarh,Durg,37.35,25,48.07,25
1,2007,14,Chhattisgarh,Durg,43.54,38.61,53.85,38.61
1,2008,14,Chhattisgarh,Durg,45,40,63.82,40
1,2009,14,Chhattisgarh,Durg,67.92,51.67,71.45,51.67
1,2012,14,Chhattisgarh,Durg,262.5,-1,125.02,-1
1,2014,14,Chhattisgarh,Durg,195.45,-1,176,-1
1,2015,14,Chhattisgarh,Durg,242.86,-1,180.8,-1
1,2016,14,Chhattisgarh,Durg,260,-1,201,-1
1,2017,14,Chhattisgarh,Durg,246,-1,200,-1
2,2000,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2,2001,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2,2002,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2,2003,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2,2004,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2,2005,14,Chhattisgarh,Bastar,44.17,32.22,47,32.22
2,2006,14,Chhattisgarh,Bastar,60,38.33,48.07,38.33
2,2007,14,Chhattisgarh,Bastar,54.17,39.17,53.85,39.17
2,2008,14,Chhattisgarh,Bastar,79.2,50.83,63.82,50.83
2,2009,14,Chhattisgarh,Bastar,82,50,71.45,50
2,2012,14,Chhattisgarh,Bastar,200,-1,125.02,-1
2,2015,14,Chhattisgarh,Bastar,150,-1,180.8,-1
2,2016,14,Chhattisgarh,Bastar,150,-1,201,-1
2,2017,14,Chhattisgarh,Bastar,262.5,-1,200,-1
3,2000,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3,2001,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3,2002,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3,2003,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3,2004,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3,2005,14,Chhattisgarh,Raipur,46.25,30,47,30
3,2006,14,Chhattisgarh,Raipur,47.65,33.1,48.07,33.1
3,2007,14,Chhattisgarh,Raipur,59.64,44.85,53.85,44.85
3,2008,14,Chhattisgarh,Raipur,56.25,47.78,63.82,47.78
3,2009,14,Chhattisgarh,Raipur,46.67,36.67,71.45,36.67
3,2013,14,Chhattisgarh,Raipur,150,-1,149.64,-1
3,2015,14,Chhattisgarh,Raipur,300,-1,180.8,-1
3,2016,14,Chhattisgarh,Raipur,300,-1,201,-1
3,2017,14,Chhattisgarh,Raipur,300,-1,200,-1
4,2000,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4,2001,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4,2002,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4,2003,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4,2004,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4,2005,14,Chhattisgarh,Bilaspur,45,30,47,30
4,2006,14,Chhattisgarh,Bilaspur,45,30,48.07,30
4,2007,14,Chhattisgarh,Bilaspur,51.67,42.78,53.85,42.78
4,2008,14,Chhattisgarh,Bilaspur,65.63,60.83,63.82,60.83
4,2009,14,Chhattisgarh,Bilaspur,65,53.33,71.45,53.33
4,2012,14,Chhattisgarh,Bilaspur,135,-1,125.02,-1
4,2013,14,Chhattisgarh,Bilaspur,176,-1,149.64,-1
4,2014,14,Chhattisgarh,Bilaspur,280,-1,176,-1
4,2015,14,Chhattisgarh,Bilaspur,282.5,-1,180.8,-1
4,2016,14,Chhattisgarh,Bilaspur,300,-1,201,-1
4,2017,14,Chhattisgarh,Bilaspur,300,-1,200,-1
5,2000,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5,2001,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5,2002,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5,2003,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5,2004,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5,2005,14,Chhattisgarh,Raigarh,42.71,33.33,47,33.33
5,2006,14,Chhattisgarh,Raigarh,49.5,42.05,48.07,42.05
5,2007,14,Chhattisgarh,Raigarh,51.13,42.5,53.85,42.5
5,2008,14,Chhattisgarh,Raigarh,60,43.33,63.82,43.33
5,2009,14,Chhattisgarh,Raigarh,74.17,60.56,71.45,60.56
5,2012,14,Chhattisgarh,Raigarh,166.67,-1,125.02,-1
5,2013,14,Chhattisgarh,Raigarh,150,-1,149.64,-1
5,2014,14,Chhattisgarh,Raigarh,150,-1,176,-1
5,2015,14,Chhattisgarh,Raigarh,170,-1,180.8,-1
5,2016,14,Chhattisgarh,Raigarh,189.17,-1,201,-1
5,2017,14,Chhattisgarh,Raigarh,253.64,-1,200,-1
6,2000,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6,2001,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6,2002,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6,2003,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6,2004,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6,2005,14,Chhattisgarh,Surguja,40.94,30.83,47,30.83
6,2006,14,Chhattisgarh,Surguja,51.48,40.64,48.07,40.64
6,2007,14,Chhattisgarh,Surguja,51.67,42.5,53.85,42.5
6,2008,14,Chhattisgarh,Surguja,59.58,52.92,63.82,52.92
6,2009,14,Chhattisgarh,Surguja,90,50,71.45,50
6,2012,14,Chhattisgarh,Surguja,193.33,-1,125.02,-1
6,2013,14,Chhattisgarh,Surguja,222,-1,149.64,-1
6,2014,14,Chhattisgarh,Surguja,200,-1,176,-1
6,2015,14,Chhattisgarh,Surguja,200,-1,180.8,-1
6,2016,14,Chhattisgarh,Surguja,235,-1,201,-1
7,2000,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
7,2001,6,Madhya Pradesh,Jabalpur,37.14,31,47.82,31
7,2002,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
7,2003,6,Madhya Pradesh,Jabalpur,37.86,35,49.99,35
7,2004,6,Madhya Pradesh,Jabalpur,40,40,53.2,40
7,2005,6,Madhya Pradesh,Jabalpur,37.29,36.39,52.55,36.39
7,2006,6,Madhya Pradesh,Jabalpur,42.65,38.92,56.45,38.92
7,2007,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
7,2008,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
7,2009,6,Madhya Pradesh,Jabalpur,82.92,68.89,87.8,68.89
7,2012,6,Madhya Pradesh,Jabalpur,125,-1,154.55,-1
7,2013,6,Madhya Pradesh,Jabalpur,210,-1,174.92,-1
7,2014,6,Madhya Pradesh,Jabalpur,248.57,-1,187,-1
7,2015,6,Madhya Pradesh,Jabalpur,233.33,-1,213.09,-1
7,2016,6,Madhya Pradesh,Jabalpur,261.43,-1,230,-1
7,2017,6,Madhya Pradesh,Jabalpur,341.67,-1,246,-1
8,2000,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
8,2001,6,Madhya Pradesh,Balaghat,27.5,25,47.82,25
8,2002,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
8,2003,6,Madhya Pradesh,Balaghat,36.67,25,49.99,25
8,2004,6,Madhya Pradesh,Balaghat,40,30,53.2,30
8,2005,6,Madhya Pradesh,Balaghat,30.52,25.67,52.55,25.67
8,2006,6,Madhya Pradesh,Balaghat,35.25,27,56.45,27
8,2007,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
8,2008,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
8,2009,6,Madhya Pradesh,Balaghat,67.81,49.6,87.8,49.6
8,2012,6,Madhya Pradesh,Balaghat,100,-1,154.55,-1
8,2013,6,Madhya Pradesh,Balaghat,125,-1,174.92,-1
8,2014,6,Madhya Pradesh,Balaghat,150,-1,187,-1
8,2015,6,Madhya Pradesh,Balaghat,150,150,213.09,150
8,2016,6,Madhya Pradesh,Balaghat,150,-1,230,-1
8,2017,6,Madhya Pradesh,Balaghat,150,-1,246,-1
9,2000,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
9,2001,6,Madhya Pradesh,Chhindwara,37.27,24,47.82,24
9,2002,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
9,2003,6,Madhya Pradesh,Chhindwara,43.64,30.71,49.99,30.71
9,2004,6,Madhya Pradesh,Chhindwara,55,20,53.2,20
9,2005,6,Madhya Pradesh,Chhindwara,59.64,42.17,52.55,42.17
9,2006,6,Madhya Pradesh,Chhindwara,49.8,35.04,56.45,35.04
9,2007,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
9,2008,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
9,2009,6,Madhya Pradesh,Chhindwara,72.75,70,87.8,70
9,2012,6,Madhya Pradesh,Chhindwara,108.33,-1,154.55,-1
9,2013,6,Madhya Pradesh,Chhindwara,117,-1,174.92,-1
9,2014,6,Madhya Pradesh,Chhindwara,146.67,-1,187,-1
9,2015,6,Madhya Pradesh,Chhindwara,194.29,-1,213.09,-1
9,2016,6,Madhya Pradesh,Chhindwara,200,-1,230,-1
9,2017,6,Madhya Pradesh,Chhindwara,242.73,-1,246,-1
10,2000,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
10,2001,6,Madhya Pradesh,Narsinghpur,49.17,42.5,47.82,42.5
10,2002,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
10,2003,6,Madhya Pradesh,Narsinghpur,50,41.25,49.99,41.25
10,2004,6,Madhya Pradesh,Narsinghpur,50,50,53.2,50
10,2005,6,Madhya Pradesh,Narsinghpur,56.66,56.79,52.55,56.79
10,2006,6,Madhya Pradesh,Narsinghpur,59.38,59.31,56.45,59.31
10,2007,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
10,2008,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
10,2009,6,Madhya Pradesh,Narsinghpur,81.32,73.7,87.8,73.7
10,2012,6,Madhya Pradesh,Narsinghpur,130,-1,154.55,-1
10,2014,6,Madhya Pradesh,Narsinghpur,150,-1,187,-1
10,2015,6,Madhya Pradesh,Narsinghpur,160,-1,213.09,-1
10,2016,6,Madhya Pradesh,Narsinghpur,174.29,-1,230,-1
10,2017,6,Madhya Pradesh,Narsinghpur,178.89,-1,246,-1
11,2000,6,Madhya Pradesh,Seoni / Shivani,-1,-1,-1,-1
11,2001,6,Madhya Pradesh,Seoni / Shivani,30,25,47.82,25
11,2002,6,Madhya Pradesh,Seoni / Shivani,-1,-1,-1,-1
11,2003,6,Madhya Pradesh,Seoni / Shivani,29.17,25,49.99,25
11,2004,6,Madhya Pradesh,Seoni / Shivani,40,30,53.2,30
11,2005,6,Madhya Pradesh,Seoni / Shivani,36.88,28.33,52.55,28.33
11,2006,6,Madhya Pradesh,Seoni / Shivani,36.67,31.94,56.45,31.94
11,2007,6,Madhya Pradesh,Seoni / Shivani,-1,-1,-1,-1
11,2008,6,Madhya Pradesh,Seoni / Shivani,-1,-1,-1,-1
11,2009,6,Madhya Pradesh,Seoni / Shivani,86.44,76.67,87.8,76.67
11,2012,6,Madhya Pradesh,Seoni / Shivani,150,-1,154.55,-1
11,2013,6,Madhya Pradesh,Seoni / Shivani,150,-1,174.92,-1
11,2014,6,Madhya Pradesh,Seoni / Shivani,150,-1,187,-1
11,2015,6,Madhya Pradesh,Seoni / Shivani,150,-1,213.09,-1
11,2016,6,Madhya Pradesh,Seoni / Shivani,150,-1,230,-1
11,2017,6,Madhya Pradesh,Seoni / Shivani,150,-1,246,-1
12,2000,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
12,2001,6,Madhya Pradesh,Mandla,-1,-1,47.82,-1
12,2002,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
12,2003,6,Madhya Pradesh,Mandla,-1,-1,49.99,-1
12,2004,6,Madhya Pradesh,Mandla,-1,-1,53.2,-1
12,2005,6,Madhya Pradesh,Mandla,-1,-1,52.55,-1
12,2006,6,Madhya Pradesh,Mandla,42.5,35,56.45,35
12,2007,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
12,2008,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
12,2009,6,Madhya Pradesh,Mandla,82.78,68.33,87.8,68.33
12,2012,6,Madhya Pradesh,Mandla,123.64,-1,154.55,-1
12,2013,6,Madhya Pradesh,Mandla,130,-1,174.92,-1
12,2014,6,Madhya Pradesh,Mandla,150,-1,187,-1
12,2015,6,Madhya Pradesh,Mandla,150,-1,213.09,-1
12,2016,6,Madhya Pradesh,Mandla,150,-1,230,-1
12,2017,6,Madhya Pradesh,Mandla,150,-1,246,-1
13,2000,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
13,2001,6,Madhya Pradesh,Sagar,45.56,33.33,47.82,33.33
13,2002,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
13,2003,6,Madhya Pradesh,Sagar,50,36.67,49.99,36.67
13,2004,6,Madhya Pradesh,Sagar,50,40,53.2,40
13,2005,6,Madhya Pradesh,Sagar,49.69,40,52.55,40
13,2006,6,Madhya Pradesh,Sagar,54.25,45.78,56.45,45.78
13,2007,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
13,2008,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
13,2009,6,Madhya Pradesh,Sagar,-1,-1,87.8,-1
13,2012,6,Madhya Pradesh,Sagar,120,-1,154.55,-1
13,2013,6,Madhya Pradesh,Sagar,143.33,-1,174.92,-1
13,2014,6,Madhya Pradesh,Sagar,160,-1,187,-1
13,2015,6,Madhya Pradesh,Sagar,-1,-1,213.09,-1
13,2017,6,Madhya Pradesh,Sagar,200,-1,246,-1
14,2000,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
14,2001,6,Madhya Pradesh,Damoh,50,50,47.82,50
14,2002,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
14,2003,6,Madhya Pradesh,Damoh,50,50,49.99,50
14,2004,6,Madhya Pradesh,Damoh,50,50,53.2,50
14,2005,6,Madhya Pradesh,Damoh,50,50,52.55,50
14,2006,6,Madhya Pradesh,Damoh,51.25,50.63,56.45,50.63
14,2007,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
14,2008,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
14,2009,6,Madhya Pradesh,Damoh,83.68,79.38,87.8,79.38
14,2012,6,Madhya Pradesh,Damoh,120,-1,154.55,-1
14,2013,6,Madhya Pradesh,Damoh,120,-1,174.92,-1
14,2014,6,Madhya Pradesh,Damoh,120,-1,187,-1
14,2015,6,Madhya Pradesh,Damoh,120,-1,213.09,-1
14,2016,6,Madhya Pradesh,Damoh,141,-1,230,-1
14,2017,6,Madhya Pradesh,Damoh,150,-1,246,-1
15,2000,6,Madhya Pradesh,Tikamgarh,-1,-1,-1,-1
15,2001,6,Madhya Pradesh,Tikamgarh,51.11,40,47.82,40
15,2002,6,Madhya Pradesh,Tikamgarh,-1,-1,-1,-1
15,2003,6,Madhya Pradesh,Tikamgarh,50,45.01,49.99,45.01
15,2004,6,Madhya Pradesh,Tikamgarh,60,50,53.2,50
15,2005,6,Madhya Pradesh,Tikamgarh,58.9,50.25,52.55,50.25
15,2006,6,Madhya Pradesh,Tikamgarh,62.5,55,56.45,55
15,2007,6,Madhya Pradesh,Tikamgarh,-1,-1,-1,-1
15,2008,6,Madhya Pradesh,Tikamgarh,-1,-1,-1,-1
15,2009,6,Madhya Pradesh,Tikamgarh,168.33,115,87.8,115
15,2012,6,Madhya Pradesh,Tikamgarh,350,-1,154.55,-1
15,2013,6,Madhya Pradesh,Tikamgarh,360,-1,174.92,-1
15,2014,6,Madhya Pradesh,Tikamgarh,187,-1,187,-1
15,2015,6,Madhya Pradesh,Tikamgarh,213.09,-1,213.09,-1
15,2016,6,Madhya Pradesh,Tikamgarh,230,-1,230,-1
15,2017,6,Madhya Pradesh,Tikamgarh,246,-1,246,-1
16,2000,6,Madhya Pradesh,Chhatarpur,-1,-1,-1,-1
16,2001,6,Madhya Pradesh,Chhatarpur,40,36,47.82,36
16,2002,6,Madhya Pradesh,Chhatarpur,-1,-1,-1,-1
16,2003,6,Madhya Pradesh,Chhatarpur,50,40,49.99,40
16,2004,6,Madhya Pradesh,Chhatarpur,50,45,53.2,45
16,2005,6,Madhya Pradesh,Chhatarpur,52.22,48.89,52.55,48.89
16,2006,6,Madhya Pradesh,Chhatarpur,72.5,50,56.45,50
16,2007,6,Madhya Pradesh,Chhatarpur,-1,-1,-1,-1
16,2008,6,Madhya Pradesh,Chhatarpur,-1,-1,-1,-1
16,2009,6,Madhya Pradesh,Chhatarpur,92.5,66.67,87.8,66.67
16,2012,6,Madhya Pradesh,Chhatarpur,150,-1,154.55,-1
16,2013,6,Madhya Pradesh,Chhatarpur,180,-1,174.92,-1
16,2014,6,Madhya Pradesh,Chhatarpur,200,-1,187,-1
16,2015,6,Madhya Pradesh,Chhatarpur,200,-1,213.09,-1
16,2016,6,Madhya Pradesh,Chhatarpur,200,-1,230,-1
16,2017,6,Madhya Pradesh,Chhatarpur,200,-1,246,-1
17,2000,6,Madhya Pradesh,Panna,-1,-1,-1,-1
17,2001,6,Madhya Pradesh,Panna,43.33,40,47.82,40
17,2002,6,Madhya Pradesh,Panna,-1,-1,-1,-1
17,2003,6,Madhya Pradesh,Panna,50,40,49.99,40
17,2004,6,Madhya Pradesh,Panna,60,50,53.2,50
17,2005,6,Madhya Pradesh,Panna,58.33,47.78,52.55,47.78
17,2006,6,Madhya Pradesh,Panna,60,50,56.45,50
17,2007,6,Madhya Pradesh,Panna,-1,-1,-1,-1
17,2008,6,Madhya Pradesh,Panna,-1,-1,-1,-1
17,2009,6,Madhya Pradesh,Panna,85,70.63,87.8,70.63
17,2012,6,Madhya Pradesh,Panna,96.25,-1,154.55,-1
17,2013,6,Madhya Pradesh,Panna,100,-1,174.92,-1
17,2014,6,Madhya Pradesh,Panna,100,-1,187,-1
17,2015,6,Madhya Pradesh,Panna,168.75,-1,213.09,-1
17,2016,6,Madhya Pradesh,Panna,200,-1,230,-1
17,2017,6,Madhya Pradesh,Panna,200,-1,246,-1
18,2000,6,Madhya Pradesh,Rewa,-1,-1,-1,-1
18,2001,6,Madhya Pradesh,Rewa,50,40,47.82,40
18,2002,6,Madhya Pradesh,Rewa,-1,-1,-1,-1
18,2003,6,Madhya Pradesh,Rewa,50,40,49.99,40
18,2004,6,Madhya Pradesh,Rewa,50,30,53.2,30
18,2005,6,Madhya Pradesh,Rewa,50,40,52.55,40
18,2006,6,Madhya Pradesh,Rewa,57.6,52.22,56.45,52.22
18,2007,6,Madhya Pradesh,Rewa,-1,-1,-1,-1
18,2008,6,Madhya Pradesh,Rewa,-1,-1,-1,-1
18,2009,6,Madhya Pradesh,Rewa,150,120,87.8,120
18,2012,6,Madhya Pradesh,Rewa,150,-1,154.55,-1
18,2013,6,Madhya Pradesh,Rewa,150,-1,174.92,-1
18,2014,6,Madhya Pradesh,Rewa,216.67,-1,187,-1
18,2015,6,Madhya Pradesh,Rewa,260,-1,213.09,-1
18,2016,6,Madhya Pradesh,Rewa,300,-1,230,-1
18,2017,6,Madhya Pradesh,Rewa,300,-1,246,-1
19,2000,6,Madhya Pradesh,Sidhi,-1,-1,-1,-1
19,2001,6,Madhya Pradesh,Sidhi,45,30,47.82,30
19,2002,6,Madhya Pradesh,Sidhi,-1,-1,-1,-1
19,2003,6,Madhya Pradesh,Sidhi,50,40,49.99,40
19,2004,6,Madhya Pradesh,Sidhi,50,40,53.2,40
19,2005,6,Madhya Pradesh,Sidhi,50,40,52.55,40
19,2006,6,Madhya Pradesh,Sidhi,50,40,56.45,40
19,2007,6,Madhya Pradesh,Sidhi,-1,-1,-1,-1
19,2008,6,Madhya Pradesh,Sidhi,-1,-1,-1,-1
19,2009,6,Madhya Pradesh,Sidhi,70.83,60,87.8,60
19,2012,6,Madhya Pradesh,Sidhi,120,-1,154.55,-1
19,2013,6,Madhya Pradesh,Sidhi,125,-1,174.92,-1
19,2014,6,Madhya Pradesh,Sidhi,135,-1,187,-1
19,2015,6,Madhya Pradesh,Sidhi,200,-1,213.09,-1
19,2016,6,Madhya Pradesh,Sidhi,271.43,-1,230,-1
19,2017,6,Madhya Pradesh,Sidhi,300,-1,246,-1
20,2000,6,Madhya Pradesh,Satna,-1,-1,-1,-1
20,2001,6,Madhya Pradesh,Satna,50,42.5,47.82,42.5
20,2002,6,Madhya Pradesh,Satna,-1,-1,-1,-1
20,2003,6,Madhya Pradesh,Satna,50,40,49.99,40
20,2004,6,Madhya Pradesh,Satna,50,45,53.2,45
20,2005,6,Madhya Pradesh,Satna,51.7,46.31,52.55,46.31
20,2006,6,Madhya Pradesh,Satna,57.89,52.33,56.45,52.33
20,2007,6,Madhya Pradesh,Satna,-1,-1,-1,-1
20,2008,6,Madhya Pradesh,Satna,-1,-1,-1,-1
20,2009,6,Madhya Pradesh,Satna,98.33,95.68,87.8,95.68
20,2012,6,Madhya Pradesh,Satna,165,-1,154.55,-1
20,2013,6,Madhya Pradesh,Satna,237.5,-1,174.92,-1
20,2014,6,Madhya Pradesh,Satna,210,-1,187,-1
20,2015,6,Madhya Pradesh,Satna,200,-1,213.09,-1
20,2016,6,Madhya Pradesh,Satna,204.55,-1,230,-1
20,2017,6,Madhya Pradesh,Satna,200,-1,246,-1
21,2000,6,Madhya Pradesh,Shahdol,-1,-1,-1,-1
21,2001,6,Madhya Pradesh,Shahdol,43.89,36.67,47.82,36.67
21,2002,6,Madhya Pradesh,Shahdol,-1,-1,-1,-1
21,2003,6,Madhya Pradesh,Shahdol,48.89,50,49.99,50
21,2004,6,Madhya Pradesh,Shahdol,60,50,53.2,50
21,2005,6,Madhya Pradesh,Shahdol,52.5,50,52.55,50
21,2006,6,Madhya Pradesh,Shahdol,55.03,51.67,56.45,51.67
21,2007,6,Madhya Pradesh,Shahdol,-1,-1,-1,-1
21,2008,6,Madhya Pradesh,Shahdol,-1,-1,-1,-1
21,2009,6,Madhya Pradesh,Shahdol,82.88,73.86,87.8,73.86
21,2012,6,Madhya Pradesh,Shahdol,167.78,-1,154.55,-1
21,2013,6,Madhya Pradesh,Shahdol,160,-1,174.92,-1
21,2014,6,Madhya Pradesh,Shahdol,160,160,187,160
21,2015,6,Madhya Pradesh,Shahdol,194.29,-1,213.09,-1
21,2016,6,Madhya Pradesh,Shahdol,201.67,-1,230,-1
21,2017,6,Madhya Pradesh,Shahdol,210,-1,246,-1
22,2000,6,Madhya Pradesh,Gwalior,-1,-1,-1,-1
22,2001,6,Madhya Pradesh,Gwalior,82,54,47.82,54
22,2002,6,Madhya Pradesh,Gwalior,-1,-1,-1,-1
22,2003,6,Madhya Pradesh,Gwalior,80,36.36,49.99,36.36
22,2004,6,Madhya Pradesh,Gwalior,80,60,53.2,60
22,2005,6,Madhya Pradesh,Gwalior,67.26,45.49,52.55,45.49
22,2006,6,Madhya Pradesh,Gwalior,68.83,50,56.45,50
22,2007,6,Madhya Pradesh,Gwalior,-1,-1,-1,-1
22,2008,6,Madhya Pradesh,Gwalior,-1,-1,-1,-1
22,2009,6,Madhya Pradesh,Gwalior,74.28,56.04,87.8,56.04
22,2012,6,Madhya Pradesh,Gwalior,245,-1,154.55,-1
22,2013,6,Madhya Pradesh,Gwalior,350,-1,174.92,-1
22,2014,6,Madhya Pradesh,Gwalior,277.78,-1,187,-1
22,2015,6,Madhya Pradesh,Gwalior,300,-1,213.09,-1
22,2016,6,Madhya Pradesh,Gwalior,300,-1,230,-1
22,2017,6,Madhya Pradesh,Gwalior,300,-1,246,-1
23,2000,6,Madhya Pradesh,Shivpuri,-1,-1,-1,-1
23,2001,6,Madhya Pradesh,Shivpuri,50,46.67,47.82,46.67
23,2002,6,Madhya Pradesh,Shivpuri,-1,-1,-1,-1
23,2003,6,Madhya Pradesh,Shivpuri,53,46.67,49.99,46.67
23,2004,6,Madhya Pradesh,Shivpuri,50,50,53.2,50
23,2005,6,Madhya Pradesh,Shivpuri,50.51,51.11,52.55,51.11
23,2006,6,Madhya Pradesh,Shivpuri,60.61,56.94,56.45,56.94
23,2007,6,Madhya Pradesh,Shivpuri,-1,-1,-1,-1
23,2008,6,Madhya Pradesh,Shivpuri,-1,-1,-1,-1
23,2009,6,Madhya Pradesh,Shivpuri,96,76.33,87.8,76.33
23,2012,6,Madhya Pradesh,Shivpuri,205,-1,154.55,-1
23,2013,6,Madhya Pradesh,Shivpuri,277.78,-1,174.92,-1
23,2014,6,Madhya Pradesh,Shivpuri,285.71,-1,187,-1
23,2015,6,Madhya Pradesh,Shivpuri,328.57,-1,213.09,-1
23,2016,6,Madhya Pradesh,Shivpuri,335,-1,230,-1
23,2017,6,Madhya Pradesh,Shivpuri,300,-1,246,-1
24,2000,6,Madhya Pradesh,Guna,-1,-1,-1,-1
24,2001,6,Madhya Pradesh,Guna,50,47,47.82,47
24,2002,6,Madhya Pradesh,Guna,-1,-1,-1,-1
24,2003,6,Madhya Pradesh,Guna,53.33,47.5,49.99,47.5
24,2004,6,Madhya Pradesh,Guna,50,50,53.2,50
24,2005,6,Madhya Pradesh,Guna,51.86,51.67,52.55,51.67
24,2006,6,Madhya Pradesh,Guna,58.68,50,56.45,50
24,2007,6,Madhya Pradesh,Guna,-1,-1,-1,-1
24,2008,6,Madhya Pradesh,Guna,-1,-1,-1,-1
24,2009,6,Madhya Pradesh,Guna,93.33,75,87.8,75
24,2012,6,Madhya Pradesh,Guna,250,-1,154.55,-1
24,2013,6,Madhya Pradesh,Guna,300,-1,174.92,-1
24,2014,6,Madhya Pradesh,Guna,400,-1,187,-1
24,2015,6,Madhya Pradesh,Guna,350,-1,213.09,-1
24,2016,6,Madhya Pradesh,Guna,400,-1,230,-1
24,2017,6,Madhya Pradesh,Guna,420,-1,246,-1
25,2000,6,Madhya Pradesh,Datia,-1,-1,-1,-1
25,2001,6,Madhya Pradesh,Datia,-1,-1,47.82,-1
25,2002,6,Madhya Pradesh,Datia,-1,-1,-1,-1
25,2003,6,Madhya Pradesh,Datia,-1,-1,49.99,-1
25,2004,6,Madhya Pradesh,Datia,-1,-1,53.2,-1
25,2005,6,Madhya Pradesh,Datia,-1,-1,52.55,-1
25,2006,6,Madhya Pradesh,Datia,66.11,56.25,56.45,56.25
25,2007,6,Madhya Pradesh,Datia,-1,-1,-1,-1
25,2008,6,Madhya Pradesh,Datia,-1,-1,-1,-1
25,2009,6,Madhya Pradesh,Datia,86.25,70,87.8,70
25,2012,6,Madhya Pradesh,Datia,150,-1,154.55,-1
25,2013,6,Madhya Pradesh,Datia,183.33,-1,174.92,-1
25,2014,6,Madhya Pradesh,Datia,200,-1,187,-1
25,2015,6,Madhya Pradesh,Datia,262.5,-1,213.09,-1
25,2016,6,Madhya Pradesh,Datia,300,-1,230,-1
25,2017,6,Madhya Pradesh,Datia,300,-1,246,-1
26,2000,6,Madhya Pradesh,Morena,-1,-1,-1,-1
26,2001,6,Madhya Pradesh,Morena,55,43.33,47.82,43.33
26,2002,6,Madhya Pradesh,Morena,-1,-1,-1,-1
26,2003,6,Madhya Pradesh,Morena,55,46.67,49.99,46.67
26,2004,6,Madhya Pradesh,Morena,70,50,53.2,50
